url,geometry
https://patch.com/feeds/aol/georgia/sandysprings,POINT (-84.3702 33.9381)
https://patch.com/feeds/aol/georgia/savannah,POINT (-81.0998 32.0835)
https://patch.com/feeds/aol/georgia/smyrna,POINT (-84.5039 33.8672)
https://patch.com/feeds/aol/georgia/snellville,POINT (-84.02679999999999 33.8257)
https://patch.com/feeds/aol/georgia/southcobb,POINT (-84.5834 33.8136)
https://patch.com/feeds/aol/georgia/stonemountain,POINT (-84.1403 33.7467)
https://patch.com/feeds/aol/georgia/suwanee,POINT (-84.0681 34.0495)
https://patch.com/feeds/aol/georgia/tucker,POINT (-84.2167 33.8556)
https://patch.com/feeds/aol/georgia/vahi,POINT (-84.3426 33.7905)
https://patch.com/feeds/aol/georgia/westcobb,POINT (-84.6782 33.9019)
https://patch.com/feeds/aol/georgia/woodstock,POINT (-84.50239999999999 34.1181)
https://patch.com/feeds/aol/hawaii/across-hi,POINT (-157.8583 21.3069)
https://patch.com/feeds/aol/hawaii/honolulu,POINT (-157.8583 21.3069)
https://patch.com/feeds/aol/idaho/across-id,POINT (-116.2146 43.6187)
https://patch.com/feeds/aol/idaho/boise,POINT (-116.2146 43.6187)
https://patch.com/feeds/aol/illinois/across-il,POINT (-87.6298 41.8781)
https://patch.com/feeds/aol/illinois/algonquin,POINT (-88.3301 42.1759)
https://patch.com/feeds/aol/illinois/alsip-crestwood,POINT (-87.73869999999999 41.6689)
https://patch.com/feeds/aol/illinois/arlingtonheights,POINT (-87.9812 42.0968)
https://patch.com/feeds/aol/illinois/aurora,POINT (-88.3201 41.7606)
https://patch.com/feeds/aol/illinois/barrington-il,POINT (-88.1281 42.1515)
https://patch.com/feeds/aol/illinois/batavia,POINT (-88.31019999999999 41.8479)
https://patch.com/feeds/aol/illinois/beverly-mtgreenwood,POINT (-87.6781 41.6987)
